"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn"
"2025-07-14 13:10:00",300,1,72,18,36,38.9,29,73.3982300884956,17.0233333333333,36,38.9,27.67,0.246666666666667,0,0,0,0
"2025-07-14 13:15:00",300,1,94,15.5,36,38.9,36,94.5479452054795,15.5466666666667,36,38.9,40.12,0.27,0,0,0,0
"2025-07-14 13:20:00",300,1,84,13,36,38.9,27,84.4364640883978,13.1433333333333,36,38.9,32.6666666666667,0.396666666666667,0,0,0,0
"2025-07-14 13:25:00",300,1,79,20,36,38.9,40,79.1433823529412,18.67,36,38.9,41.7333333333333,0.0933333333333333,0,0,0,0
"2025-07-14 13:30:00",300,1,71,20,36,38.9,28,71.62,19.2466666666667,36,38.9,33.2933333333333,0,0,0,0,0
"2025-07-14 13:35:00",300,1,75,19,36,38.9,33,75.9765625,18.84,36,38.9,30.4366666666667,0.146666666666667,0,0,0,0
"2025-07-14 13:40:00",300,1,77,19,36,38.9,35,76.3754385964912,19.36,36,38.9,32.2566666666667,0.05,0,0,0,0
"2025-07-14 13:45:00",300,1,73,20,36,38.9,29,73.3118644067797,20.3166666666667,36,38.9,28.5566666666667,0.0166666666666667,0,0,0,0
"2025-07-14 13:50:00",300,1,74,19,36,38.9,25,73.8766666666667,19.3733333333333,36,38.9,26.92,0,0,0,0,0
"2025-07-14 13:55:00",300,1,73,19,36,38.9,30,72.8869863013699,19.7,36,38.9,37.4433333333333,0.0266666666666667,0,0,0,0
"2025-07-14 14:00:00",300,1,74,19,36,38.9,26.5,74.968085106383,18.5833333333333,36,38.9,31.9933333333333,0.06,0,0,0,0
"2025-07-14 14:05:00",300,1,73,18,36,38.9,30,73.0177304964539,17.6833333333333,36,38.9,29.83,0.06,0,0,0,0
"2025-07-14 14:10:00",300,1,73,19,36,38.9,28,73.0666666666667,19.7,36,38.9,31.2333333333333,0,0,0,0,0
"2025-07-14 14:15:00",300,1,73,19,36,38.9,32,73.5272108843537,18.8333333333333,36,38.9,33.53,0.02,0,0,0,0
"2025-07-14 14:20:00",300,1,85,12,36,38.9,18.5,84.1823529411765,12.97,36,38.9,30.2733333333333,0.433333333333333,0,0,0,0
"2025-07-14 14:25:00",300,1,81,16,36,38.9,29,80.9227941176471,15.24,36,38.9,28.1633333333333,0.0933333333333333,0,0,0,0
"2025-07-14 14:30:00",300,1,85,17,36,38.9,33,84.4326530612245,16.9866666666667,36,38.9,43.5866666666667,0.183333333333333,0,0,0,0
"2025-07-14 14:35:00",300,1,76,16,35.7,38.600002,45,78.3241106719368,15.6833333333333,35.6113333333333,38.5113338333333,49.0633333333333,0.156666666666667,0,0,0,0
"2025-07-14 14:40:00",300,1,70,19,35.2,38.100002,22,69.99,18.7966666666667,35.2385,38.13850085,23.3466666666667,0,0,0,0,0
"2025-07-14 14:45:00",300,1,70,18,35.275,38.175,20,70.7728813559322,17.3266666666667,35.2893333333333,38.1893344333333,24.8633333333333,0.0166666666666667,0,0,0,0
"2025-07-14 14:50:00",300,1,72,16,35.8,38.7,29,71.9966666666667,15.9866666666667,35.6458333333333,38.5458348833333,27.41,0,0,0,0,0
"2025-07-14 14:55:00",300,1,71,16,36,38.9,17,71.8666666666667,16.3233333333333,35.9925,38.8925003,18.6766666666667,0,0,0,0,0
"2025-07-14 15:00:00",300,1,69,17,36,38.9,15,69.24,17.25,35.9043333333333,38.80433376,15.3233333333333,0,0,0,0,0
"2025-07-14 15:05:00",300,1,68,16,35.95,38.850002,27,68.2933333333333,15.9733333333333,35.9431666666667,38.84316749,29.14,0,0,0,0,0
"2025-07-14 15:10:00",300,1,67,16,35.8,38.7,22,67.6133333333333,16.0266666666667,35.7621666666667,38.6621680166667,22.3733333333333,0,0,0,0,0
"2025-07-14 15:15:00",300,1,68,16,35.7,38.600002,27,67.79,16.35,35.6651666666667,38.5651671166667,26.0466666666667,0,0,0,0,0
"2025-07-14 15:20:00",300,1,69,16,35.9,38.800003,20,68.6466666666667,16.1466666666667,35.8145,38.7145013266667,21.7333333333333,0,0,0,0,0
"2025-07-14 15:25:00",300,1,70,17,35.675,38.5750025,23,70.2733333333333,16.6866666666667,35.6436666666667,38.54366754,27.8233333333333,0,0,0,0,0
"2025-07-14 15:30:00",300,1,69,15.5,35.75,38.65,27,70.0515463917526,15.7666666666667,35.7755,38.6755007766667,33.33,0.03,0,0,0,0
"2025-07-14 15:35:00",300,1,69,15,36,38.9,22,68.67,14.8166666666667,35.959,38.8590002733333,24.34,0,0,0,0,0
"2025-07-14 15:40:00",300,1,69,15,36,38.9,19,69.53,15.1066666666667,36,38.9,19.05,0,0,0,0,0
"2025-07-14 15:45:00",300,1,71,15,36,38.9,19,70.9933333333333,14.97,36,38.9,24.4433333333333,0,0,0,0,0
"2025-07-14 15:50:00",300,1,72,15,36,38.9,17,71.76,15.3533333333333,36,38.9,18.7866666666667,0,0,0,0,0
"2025-07-14 15:55:00",300,1,72,16,36,38.9,15,72.04,15.6,36,38.9,16.51,0,0,0,0,0
"2025-07-14 16:00:00",300,1,72,15,36,38.9,17,72.3433333333333,15.4366666666667,36,38.9,18.1166666666667,0,0,0,0,0
"2025-07-14 16:05:00",300,1,73,15,36,38.9,16,72.7266666666667,15.4233333333333,36,38.9,16.3866666666667,0,0,0,0,0
"2025-07-14 16:10:00",300,1,73,15,36,38.9,17,72.7275862068965,15.3366666666667,36,38.9,35.4166666666667,0.0333333333333333,0,0,0,0
"2025-07-14 16:15:00",300,1,73,15,36,38.9,24,73.0633333333333,15.3133333333333,36,38.9,27.6666666666667,0,0,0,0,0
"2025-07-14 16:20:00",300,1,76,16,36,38.9,20,75.986301369863,16.27,35.9975,38.8975001,29.1066666666667,0.0266666666666667,0,0,0,0
"2025-07-14 16:25:00",300,1,79,16,36,38.9,20,78.4133333333333,16.7633333333333,36,38.9,21.4833333333333,0,0,0,0,0
"2025-07-14 16:30:00",300,1,77,15,36.45,39.350002,20,77.16,14.8533333333333,36.5408333333333,39.4408340333333,21.58,0,0,0,0,0
"2025-07-14 16:35:00",300,1,77,15,37,39.9,20,77.1855670103093,15.9933333333333,37,39.9,26.61,0.03,0,0,0,0
"2025-07-14 16:40:00",300,1,76,15,37,39.9,18,76.5133333333333,14.9933333333333,36.7441666666667,39.6441670166667,20.3633333333333,0,0,0,0,0
"2025-07-14 16:45:00",300,1,77,14,36,38.9,16,76.7533333333333,14.15,36,38.9,17.0266666666667,0,0,0,0,0
"2025-07-14 16:50:00",300,1,76,14,36,38.9,14,76.1266666666667,14.2266666666667,36,38.9,17.5033333333333,0,0,0,0,0
"2025-07-14 16:55:00",300,1,78,15,36,38.9,13,78.1166666666667,14.5366666666667,36,38.9,13.07,0,0,0,0,0
"2025-07-14 17:00:00",300,1,80,14,36,38.9,18,79.6952054794521,14.0466666666667,36,38.9,26.8033333333333,0.0266666666666667,0,0,0,0
"2025-07-14 17:05:00",300,1,80,14,36,38.9,16,80.0733333333333,14.5166666666667,36,38.9,22.0966666666667,0,0,0,0,0
"2025-07-14 17:10:00",300,1,79,15,36,38.9,15,78.5566666666667,14.65,36,38.9,16.2266666666667,0,0,0,0,0
"2025-07-14 17:15:00",300,1,76,15,36,38.9,14,76.6166666666667,15.06,36,38.9,20.2366666666667,0,0,0,0,0
"2025-07-14 17:20:00",300,1,80,15,36,38.9,13.5,81.0268456375839,15.0833333333333,36,38.9,16.2633333333333,0.00666666666666667,0,0,0,0
"2025-07-14 17:25:00",300,1,84,18,36,38.9,29,86.1889763779528,20.4338983050847,36,38.9,32.8433333333333,0.153333333333333,0.0166666666666667,0,0,0
"2025-07-14 17:30:00",300,1,79,17,36,38.9,20,79.2733333333333,17.9433333333333,36,38.9,20.43,0,0,0,0,0
"2025-07-14 17:35:00",300,1,76,15,36,38.9,19.5,76.3733333333333,14.5466666666667,36,38.9,19.0966666666667,0,0,0,0,0
"2025-07-14 17:40:00",300,1,75,15,36,38.9,17,74.5466666666667,14.5333333333333,36,38.9,17.8233333333333,0,0,0,0,0
"2025-07-14 17:45:00",300,1,73,14,36,38.9,19,72.4566666666667,14.12,36,38.9,19.4766666666667,0,0,0,0,0
"2025-07-14 17:50:00",300,1,71,14,36,38.9,21,71.1133333333333,13.6066666666667,36,38.9,22.2133333333333,0,0,0,0,0
"2025-07-14 17:55:00",300,1,72,14,36,38.9,19,72.2033333333333,14.2933333333333,36,38.9,19.9566666666667,0,0,0,0,0
"2025-07-14 18:00:00",300,1,72,15,36,38.9,25,73.264406779661,15.17,36,38.9,30.47,0.0166666666666667,0,0,0,0
"2025-07-14 18:05:00",300,1,76,15,36,38.9,20,75.2966666666667,15.4,35.9975,38.8975001,36.1,0,0,0,0,0
"2025-07-14 18:10:00",300,1,78,18,36,38.9,13,77.9266666666667,18.77,36,38.9,13.1733333333333,0,0,0,0,0
"2025-07-14 18:15:00",300,1,80,18,36,38.9,31,80.6433333333333,18.66,36,38.9,33.63,0,0,0,0,0
"2025-07-14 18:20:00",300,1,78,17,36,38.9,24,78.4033333333333,18.0966666666667,36,38.9,24.3466666666667,0,0,0,0,0
"2025-07-14 18:25:00",300,1,73,16,36,38.9,28,72.8666666666667,16.1133333333333,36,38.9,29.6166666666667,0,0,0,0,0
"2025-07-14 18:30:00",300,1,69,16,36,38.9,26,69.6406779661017,16.07,36,38.9,31.9466666666667,0.0166666666666667,0,0,0,0
"2025-07-14 18:35:00",300,1,69,16,36,38.9,38,69.5,17.59,36,38.9,45.4066666666667,0,0,0,0,0
"2025-07-14 18:40:00",300,1,68,15,36,38.9,24.5,67.6666666666667,15.4866666666667,36,38.9,25.8633333333333,0,0,0,0,0
"2025-07-14 18:45:00",300,1,67,15,36,38.9,20,67.2,14.8,36,38.9,21.5266666666667,0,0,0,0,0
"2025-07-14 18:50:00",300,1,69,15,36,38.9,21,69.2333333333333,14.85,36,38.9,21.83,0,0,0,0,0
"2025-07-14 18:55:00",300,1,70,15,36,38.9,20,69.95,15.57,36,38.9,21.28,0,0,0,0,0
"2025-07-14 19:00:00",300,1,71,15,36,38.9,22,70.65,15.52,36,38.9,23.19,0,0,0,0,0
"2025-07-14 19:05:00",300,1,73,15,36,38.9,18,72.9491525423729,15.7,36,38.9,32.66,0.0166666666666667,0,0,0,0
"2025-07-14 19:10:00",300,1,70,16,36,38.9,20,70.04,15.9233333333333,36,38.9,31.8433333333333,0,0,0,0,0
"2025-07-14 19:15:00",300,1,69,15,36,38.9,44,70.280442804428,15.56,36,38.9,53.7733333333333,0.0966666666666667,0,0,0,0
"2025-07-14 19:20:00",300,1,71,16,36,38.9,19,71.3866666666667,16.1266666666667,36,38.9,29.1933333333333,0,0,0,0,0
"2025-07-14 19:25:00",300,1,70,17,36,38.9,19,69.9533333333333,16.8333333333333,36,38.9,19.2966666666667,0,0,0,0,0
"2025-07-14 19:30:00",300,1,70,17,36,38.9,19,70.38,16.6666666666667,36,38.9,18.9866666666667,0,0,0,0,0
"2025-07-14 19:35:00",300,1,71,16,36,38.9,16,70.6333333333333,15.8566666666667,36,38.9,16.6933333333333,0,0,0,0,0
"2025-07-14 19:40:00",300,1,70,17,36,38.9,18,70.25,17.2966666666667,36,38.9,20.0366666666667,0,0,0,0,0
"2025-07-14 19:45:00",300,1,69,19,36,38.9,28,69.05,18.5266666666667,36,38.9,29.43,0,0,0,0,0
"2025-07-14 19:50:00",300,1,71,17,36,38.9,28,70.39,17.42,36,38.9,27.8466666666667,0,0,0,0,0
"2025-07-14 19:55:00",300,1,72,19,36,38.9,17,72.0566666666667,19.0733333333333,36,38.9,20.1466666666667,0,0,0,0,0
"2025-07-14 20:00:00",300,1,71,20,36,38.9,32.5,71.24,19.3766666666667,36,38.9,30.98,0,0,0,0,0
"2025-07-14 20:05:00",300,1,73,19,36,38.9,13,72.7366666666667,19.7933333333333,36,38.9,13.9533333333333,0,0,0,0,0
"2025-07-14 20:10:00",300,1,72,18,36,38.9,18,71.6813559322034,17.62,36,38.9,32.11,0.0166666666666667,0,0,0,0
"2025-07-14 20:15:00",300,1,70,18,36,38.9,21,70.3933333333333,17.72,36,38.9,29.0833333333333,0,0,0,0,0
"2025-07-14 20:20:00",300,1,67,17,36,38.9,32,67.588850174216,17.0366666666667,36,38.9,52.8333333333333,0.0433333333333333,0,0,0,0
"2025-07-14 20:25:00",300,1,66,15,36,38.9,30,65.96,15.0366666666667,36,38.9,29.59,0,0,0,0,0
"2025-07-14 20:30:00",300,1,66,18,35.75,38.65,21,66.06,17.8833333333333,35.6888333333333,38.5888337833333,25.3766666666667,0,0,0,0,0
"2025-07-14 20:35:00",300,1,66,18,35.25,38.15,26,66.6632302405498,18.3233333333333,35.2566666666667,38.1566681166667,43.2,0.03,0,0,0,0
"2025-07-14 20:40:00",300,1,67,18,35.35,38.25,23,67.0533333333333,18.6433333333333,35.3956666666667,38.2956674066667,34.5266666666667,0,0,0,0,0
"2025-07-14 20:45:00",300,1,66,17,36,38.9,28,66.23,17.2133333333333,35.9863333333333,38.8863337933333,29.3466666666667,0,0,0,0,0
"2025-07-14 20:50:00",300,1,67,17,36,38.9,25,66.5833333333333,16.8966666666667,36,38.9,24.2266666666667,0,0,0,0,0
"2025-07-14 20:55:00",300,1,66,16,36,38.9,27.5,66.5853658536585,15.49,36,38.9,39.5333333333333,0.0433333333333333,0,0,0,0
"2025-07-14 21:00:00",300,1,64,16,36.95,39.850002,31,64.5933333333333,16.0933333333333,36.5708333333333,39.4708335833333,34.8933333333333,0,0,0,0,0
"2025-07-14 21:05:00",300,1,65,16,37,39.9,23,64.7666666666667,15.9766666666667,37,39.9,25.8333333333333,0,0,0,0,0
"2025-07-14 21:10:00",300,1,65,16,37,39.9,22,65.0633333333333,16.1733333333333,37,39.9,21.9566666666667,0,0,0,0,0
"2025-07-14 21:15:00",300,1,65,15,37,39.9,24,65.4666666666667,15.6066666666667,37,39.9,27.2766666666667,0,0,0,0,0
"2025-07-14 21:20:00",300,1,66,17,37,39.9,28,66.2233333333333,16.81,37,39.9,30.3133333333333,0,0,0,0,0
"2025-07-14 21:25:00",300,1,69,20,37,39.9,18,70.45,20.4966666666667,36.9835,39.8835001766667,32.0966666666667,0,0,0,0,0
"2025-07-14 21:30:00",300,1,68,17,36.175,39.075,42,68.4027303754266,16.66,36.2626666666667,39.16266728,40.7766666666667,0.0233333333333333,0,0,0,0
"2025-07-14 21:35:00",300,1,68,18,37,39.9,19.5,68.9466666666667,18.75,36.9938333333333,39.8938335433333,38.5766666666667,0,0,0,0,0
"2025-07-14 21:40:00",300,1,68,17,36.4,39.300003,31,68.3661016949153,17.5566666666667,36.4916666666667,39.3916669666667,38.4133333333333,0.0166666666666667,0,0,0,0
"2025-07-14 21:45:00",300,1,67,21,36,38.9,29,67.701030927835,22.39,36,38.9,51.13,0.03,0,0,0,0
"2025-07-14 21:50:00",300,1,69,15,36,38.9,25.5,72.7259259259259,13.7933333333333,35.9925,38.89250025,27.1033333333333,0.1,0,0,0,0
"2025-07-14 21:55:00",300,1,77,17,35.3,38.2,31,77.9117647058823,16.0466666666667,35.4216666666667,38.3216675666667,41.1666666666667,0.0933333333333333,0,0,0,0
"2025-07-14 22:00:00",300,1,68,15,35,37.9,37.5,68.9206896551724,14.6966666666667,35.0075,37.9075,32.8733333333333,0.0333333333333333,0,0,0,0
"2025-07-14 22:05:00",300,1,66,16,35.025,37.925,20,66.1366666666667,16.2133333333333,35.035,37.93500015,23.0066666666667,0,0,0,0,0
"2025-07-14 22:10:00",300,1,66,16,35,37.9,33,66.3702422145329,16.7,35.01,37.91,52.2033333333333,0.0366666666666667,0,0,0,0
"2025-07-14 22:15:00",300,1,65,18,35,37.9,23,65.2466666666667,17.7266666666667,35.0106666666667,37.9106666666667,24.1266666666667,0,0,0,0,0
"2025-07-14 22:20:00",300,1,62,15,35.15,38.050003,29,61.9133333333333,15.1566666666667,35.1605,38.06050134,28.62,0,0,0,0,0
"2025-07-14 22:25:00",300,1,62,15,35.45,38.350002,36,61.5666666666667,16.0666666666667,35.5188333333333,38.4188345933333,36.4533333333333,0,0,0,0,0
"2025-07-14 22:30:00",300,1,62,15,36,38.9,29,62.1066666666667,15.3033333333333,35.9733333333333,38.8733334833333,28.5633333333333,0,0,0,0,0
"2025-07-14 22:35:00",300,1,64,15,36,38.9,25,65.0347222222222,15.0766666666667,36,38.9,34.2666666666667,0.04,0,0,0,0
"2025-07-14 22:40:00",300,1,61,15,36,38.9,45,61.38,14.6,36,38.9,59.7066666666667,0,0,0,0,0
"2025-07-14 22:45:00",300,1,64,15,35.9,38.800003,31,64.7206896551724,16.12,35.9125,38.8125016,49.58,0.0333333333333333,0,0,0,0
"2025-07-14 22:50:00",300,1,63,17,36,38.9,31,62.7866666666667,16.6933333333333,35.9975,38.8975001,31.1466666666667,0,0,0,0,0
"2025-07-14 22:55:00",300,1,67,18,36,38.9,39,69.1527272727273,19.0333333333333,35.9181666666667,38.8181674166667,53.6066666666667,0.0833333333333333,0,0,0,0
"2025-07-14 23:00:00",300,1,68,21.5,35.1,38,38,69.7758620689655,20.78,35.1685,38.06850045,41.0933333333333,0.0333333333333333,0,0,0,0
"2025-07-14 23:05:00",300,1,69,15,35,37.9,51.5,70.6795774647887,14.13,35.025,37.925,60.4266666666667,0.0533333333333333,0,0,0,0
"2025-07-14 23:10:00",300,1,68,18,35,37.9,41,68.6847457627119,17.9333333333333,35,37.9,39.57,0.0166666666666667,0,0,0,0
"2025-07-14 23:15:00",300,1,66,17,35,37.9,33,71.872,15.6266666666667,35,37.9,39.9233333333333,0.166666666666667,0,0,0,0
"2025-07-14 23:20:00",300,1,83,15,35,37.9,40,83.1782608695652,14.76,35,37.9,37.82,0.233333333333333,0,0,0,0
"2025-07-14 23:25:00",300,1,74,13,35,37.9,61.5,73.625,12.75,35,37.9,46.7766666666667,0.413333333333333,0,0,0,0
"2025-07-14 23:30:00",300,1,64,17,35,37.9,47,64.6,16.6033333333333,35,37.9,45.97,0.0166666666666667,0,0,0,0
"2025-07-14 23:35:00",300,1,67,19,35,37.9,49,68.9440298507463,18.5966666666667,35,37.9,49.8,0.106666666666667,0,0,0,0
"2025-07-14 23:40:00",300,1,69,19,35,37.9,42,69.4,19.4133333333333,35,37.9,39.74,0,0,0,0,0
"2025-07-14 23:45:00",300,1,73,19,35,37.9,36,73.5633333333333,18.8933333333333,35,37.9,42.4433333333333,0,0,0,0,0
"2025-07-14 23:50:00",300,1,78.5,14,35,37.9,50.5,79.2875,14.9333333333333,35,37.9,52.2633333333333,0.2,0,0,0,0
"2025-07-14 23:55:00",300,1,77,18,35,37.9,40,78.1931034482759,17.9766666666667,35.0326666666667,37.9326668933333,37.3266666666667,0.0333333333333333,0,0,0,0
"2025-07-15 00:00:00",300,1,80,14,35.5,38.4,39,80.0769230769231,14.45,35.5881666666667,38.48816729,38.5266666666667,0.0466666666666667,0,0,0,0
"2025-07-15 00:05:00",300,1,81,14,36,38.9,36,81.5485232067511,14.1533333333333,36,38.9,36.51,0.21,0,0,0,0
"2025-07-15 00:10:00",300,1,77,16,36,38.9,39,77.6145454545454,15.9733333333333,36,38.9,40.5633333333333,0.0833333333333333,0,0,0,0
"2025-07-15 00:15:00",300,1,70,18,35.8,38.7,35,71.4714285714286,16.6833333333333,35.7871666666667,38.6871671666667,40.86,0.0666666666666667,0,0,0,0
"2025-07-15 00:20:00",300,1,70,19,35.6,38.5,29,70.2666666666667,19.5133333333333,35.5463333333333,38.44633436,28.7166666666667,0,0,0,0,0
"2025-07-15 00:25:00",300,1,70,19,35.75,38.65,18,70.57,18.92,35.74,38.64000115,19.0733333333333,0,0,0,0,0
"2025-07-15 00:30:00",300,1,87,15,35.1,38,41.5,85.0837438423645,14.2066666666667,35.2831666666667,38.18316724,48.0533333333333,0.323333333333333,0,0,0,0
"2025-07-15 00:35:00",300,1,84,18,35,37.9,35,84.1666666666667,17.32,35,37.9,42.8033333333333,0.12,0,0,0,0
"2025-07-15 00:40:00",300,1,92,18,35,37.9,38.5,93.7464114832536,16.6166666666667,35,37.9,43.01,0.303333333333333,0,0,0,0
"2025-07-15 00:45:00",300,1,87,14,35,37.9,0,141.4,14,34.8818333333333,37.78183346,1.66,0.983333333333333,0,0,0,0
"2025-07-15 00:50:00",300,1,118,14,34.2,37.100002,0,135.35,14.08,34.2146666666667,37.11466714,4.89666666666667,0.933333333333333,0,0,0,0
"2025-07-15 00:55:00",300,1,122,15,35,37.9,0,126.594594594595,19.3266666666667,34.9085,37.8085002,6.87666666666667,0.876666666666667,0,0,0,0
"2025-07-15 01:00:00",300,1,121,27,35,37.9,0,121.352941176471,26.0633333333333,35,37.9,8.36,0.83,0,0,0,0
"2025-07-15 01:05:00",300,1,109,17,35,37.9,31.5,106.012903225806,16.85,35,37.9,31.12,0.483333333333333,0,0,0,0
"2025-07-15 01:10:00",300,1,81,16,35.2,38.100002,31,81.3185483870968,15.83,35.3425,38.24250095,30.3033333333333,0.173333333333333,0,0,0,0
"2025-07-15 01:15:00",300,1,76,19,36,38.9,28,76.4896551724138,18.46,35.9783333333333,38.8783333333333,28.19,0.0333333333333333,0,0,0,0
"2025-07-15 01:20:00",300,1,74,18,36,38.9,28,74.3766666666667,18.0466666666667,36,38.9,28.2966666666667,0,0,0,0,0
"2025-07-15 01:25:00",300,1,85,15,35.85,38.75,32,84.774358974359,14.8,35.7655,38.6655002,32.1466666666667,0.35,0,0,0,0
"2025-07-15 01:30:00",300,1,79,15,35,37.9,25.5,78.9571428571429,15.14,35.0061666666667,37.9061666666667,34.1766666666667,0.0666666666666667,0,0,0,0
"2025-07-15 01:35:00",300,1,75,15,35.05,37.95,31,74.9115384615385,15.94,35.0833333333333,37.9833341333333,45.5033333333333,0.133333333333333,0,0,0,0
"2025-07-15 01:40:00",300,1,75,17,35.35,38.25,33,75.0824372759857,17.1666666666667,35.3426666666667,38.2426676433333,32.4666666666667,0.07,0,0,0,0
"2025-07-15 01:45:00",300,1,76,19,36,38.9,35,76.2629757785467,18.39,35.9223333333333,38.8223339066667,33.7133333333333,0.0366666666666667,0,0,0,0
"2025-07-15 01:50:00",300,1,77,18,36,38.9,33,77.6633333333333,18.8433333333333,35.9925,38.8925003,34.2033333333333,0,0,0,0,0
"2025-07-15 01:55:00",300,1,78,17,36,38.9,35,78.3833333333333,17.49,36,38.9,37.5866666666667,0,0,0,0,0
"2025-07-15 02:00:00",298,0.993333333333333,89,14,36,38.9,33,92.6257668711656,14.8951310861423,36,38.9,37.3859060402685,0.453020134228188,0.104026845637584,0,0,0
"2025-07-15 02:05:00",300,1,112,14,36,38.9,0,112.518867924528,14.0233333333333,35.7908333333333,38.6908334833333,16.53,0.646666666666667,0,0,0,0
"2025-07-15 02:10:00",300,1,113,23,35,37.9,0,115.123076923077,21.4733333333333,35,37.9,15.1333333333333,0.566666666666667,0,0,0,0
"2025-07-15 02:15:00",300,1,81,16,35,37.9,14,94.4285714285714,15.7633333333333,35,37.9,37.9,0.393333333333333,0,0,0,0
"2025-07-15 02:20:00",300,1,105,14,35,37.9,18,103.012048192771,14.3733333333333,35,37.9,33.6633333333333,0.446666666666667,0,0,0,0
"2025-07-15 02:25:00",300,1,104,9,35,37.9,0,102.932203389831,9.57,35,37.9,10.8166666666667,0.803333333333333,0,0,0,0
"2025-07-15 02:30:00",300,1,102,14,35.6,38.5,0,100.416058394161,15.6933333333333,35.521,38.4210008,26.0433333333333,0.543333333333333,0,0,0,0
"2025-07-15 02:35:00",300,1,77,19,35.7,38.600002,35,77.5033333333333,18.5933333333333,35.6785,38.5785009533333,37.6,0,0,0,0,0
"2025-07-15 02:40:00",300,1,68,18,35.25,38.15,45,69.3491525423729,17.7966666666667,35.2055,38.1055005966667,56.9166666666667,0.0166666666666667,0,0,0,0
"2025-07-15 02:45:00",300,1,68,20,35,37.9,41,68.2533333333333,19.3333333333333,35,37.9,40.2866666666667,0,0,0,0,0
"2025-07-15 02:50:00",300,1,66,18,35,37.9,42,67.2902097902098,18.2233333333333,35,37.9,49.36,0.0466666666666667,0,0,0,0
"2025-07-15 02:55:00",300,1,66,16.5,35,37.9,51.5,66.4966666666667,16.6,35,37.9,64.2366666666667,0,0,0,0,0
"2025-07-15 03:00:00",300,1,66,17,35,37.9,60.5,70.25,16.5066666666667,35,37.9,66.3666666666667,0.0666666666666667,0,0,0,0
"2025-07-15 03:05:00",300,1,73,18,35,37.9,46,73.1448598130841,17.23,35,37.9,42.6933333333333,0.286666666666667,0,0,0,0
"2025-07-15 03:10:00",300,1,63,18,35,37.9,45,62.9932203389831,17.9366666666667,35,37.9,48.7766666666667,0.0166666666666667,0,0,0,0
"2025-07-15 03:15:00",300,1,64,18,35,37.9,42,66.6300366300366,17.1,35,37.9,52.7466666666667,0.09,0,0,0,0
"2025-07-15 03:20:00",300,1,63,17,35,37.9,53,66.0387323943662,16.86,35,37.9,62.3366666666667,0.0533333333333333,0,0,0,0
"2025-07-15 03:25:00",300,1,73,17,35,37.9,49,74.1631578947368,15.8566666666667,35,37.9,40.8833333333333,0.366666666666667,0,0,0,0
"2025-07-15 03:30:00",300,1,71,19,35,37.9,44.5,70.01,18.75,35,37.9,48.9333333333333,0,0,0,0,0
"2025-07-15 03:35:00",300,1,75,18,35,37.9,32,74.8466666666667,17.8,35.0125,37.91250015,40.05,0,0,0,0,0
"2025-07-15 03:40:00",300,1,78,18,35,37.9,27,78.2846715328467,18.01,35.045,37.94500015,26.4066666666667,0.0866666666666667,0,0,0,0
"2025-07-15 03:45:00",300,1,71,18,35.8,38.7,29,71.58,18.0966666666667,35.695,38.5950011,32.5,0,0,0,0,0
"2025-07-15 03:50:00",300,1,72.5,18,35.6,38.5,42,73.2333333333333,17.77,35.6125,38.5125012,52.6666666666667,0,0,0,0,0
"2025-07-15 03:55:00",300,1,75,20,36,38.9,29,75.13,20.0066666666667,35.9675,38.8675009,30.1766666666667,0,0,0,0,0
"2025-07-15 04:00:00",300,1,75,20,36,38.9,28,75.38,19.6466666666667,35.995,38.89500015,27.6566666666667,0,0,0,0,0
"2025-07-15 04:05:00",300,1,84,16,36,38.9,46.5,84.4956896551724,16.0166666666667,36,38.9,50.4133333333333,0.226666666666667,0,0,0,0
"2025-07-15 04:10:00",300,1,75,18,35.7,38.600002,33,77.8960573476703,17.55,35.7208333333333,38.6208340333333,42.04,0.07,0,0,0,0
"2025-07-15 04:15:00",300,1,74,20,36,38.9,25,73.7766666666667,19.9333333333333,35.9566666666667,38.8566668666667,26.1766666666667,0,0,0,0,0
"2025-07-15 04:20:00",300,1,72,18,36,38.9,30,72.1843971631206,17.5266666666667,36,38.9,29.7266666666667,0.06,0,0,0,0
"2025-07-15 04:25:00",300,1,70,19,36,38.9,43,71.0408163265306,18.72,36,38.9,48.7233333333333,0.02,0,0,0,0
"2025-07-15 04:30:00",300,1,72,18,36,38.9,41,72.03,17.8733333333333,36,38.9,40.21,0,0,0,0,0
"2025-07-15 04:35:00",300,1,70,19,36,38.9,40,70.4033333333333,18.84,36,38.9,39.5733333333333,0,0,0,0,0
"2025-07-15 04:40:00",300,1,71,18,36,38.9,51,71.6533333333333,18.0733333333333,36,38.9,55.7366666666667,0,0,0,0,0
"2025-07-15 04:45:00",300,1,70,18,36,38.9,44,70.1466666666667,18.19,36,38.9,55.1466666666667,0,0,0,0,0
"2025-07-15 04:50:00",300,1,69,18,36,38.9,38,69.0733333333333,18.97,36,38.9,37.9933333333333,0,0,0,0,0
"2025-07-15 04:55:00",300,1,68,19,36,38.9,40,68.6633333333333,19.2766666666667,36,38.9,38.4633333333333,0,0,0,0,0
