"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","hr_min","rr_min","temperature_min","temperature_calib_min","rmssd_min","hr_max","rr_max","temperature_max","temperature_calib_max","rmssd_max","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn"
"2025-07-18 16:55:00",271,0.992673992673993,57,11,32.85,37.4,60,57.3269961977186,12.4444444444444,32.0774907933579,37.1052634880383,60.1955719557196,54,10,28,36.350002,0,64,21,34,38.4,115,0.029520295202952,0.236162361623616,0,0.228782287822878,0
"2025-07-18 17:00:00",300,1,57,17,34.5,38.9,52,57.1631944444444,15.8933333333333,34.4816666666667,38.8816666666667,70.7566666666667,52,11,34,38.4,0,84,21,35,39.4,232,0.04,0,0,0,0
"2025-07-18 17:05:00",300,1,54,14,36,40.4,97,54.02,14.4066666666667,35.7641666666667,40.1641666666667,100.866666666667,51,12,35,39.4,17,56,19,36,40.4,243,0,0,0,0,0
"2025-07-18 17:10:00",300,1,53,14,36,36.75,108,53.0745762711864,14.23,36.2466666666667,37.5,78.1966666666667,51,11,36,36.4,0,55,18,37,40.4,122,0.0166666666666667,0,0,0,0
"2025-07-18 17:15:00",300,1,54,13,37,37.4,47,53.8,14.7566666666667,37,37.4,74.6966666666667,50,12,37,37.4,27,59,23,37,37.4,186,0,0,0,0,0
"2025-07-18 17:20:00",300,1,56,13,37,37.4,44,55.92,13.22,37,37.4,58.0233333333333,52,10,37,37.4,32,62,19,37,37.4,122,0,0,0,0,0
"2025-07-18 17:25:00",300,1,53,14,37,37.4,39,54.0105263157895,14.2333333333333,37,37.4,40.2366666666667,50,9,37,37.4,0,61,20,37,37.4,121,0.05,0,0,0,0
"2025-07-18 17:30:00",300,1,51,15,37,37.4,38,50.848275862069,14.2633333333333,37,37.4,40.0733333333333,48,10,37,37.4,0,53,18,37,37.4,64,0.0333333333333333,0,0,0,0
"2025-07-18 17:35:00",300,1,49,14,37,37.4,28,48.8166666666667,14.1666666666667,37,37.4,37.52,47,12,37,37.4,14,50,16,37,37.4,87,0,0,0,0,0
"2025-07-18 17:40:00",300,1,48,14,37,37.4,37.5,49.1633333333333,14.4633333333333,37,37.4,66.73,47,13,37,37.4,20,62,17,37,37.4,166,0,0,0,0,0
"2025-07-18 17:45:00",300,1,49,15,37,37.4,38,49.11,14.6966666666667,37,37.4,37.2433333333333,47,12,37,37.4,22,54,16,37,37.4,57,0,0,0,0,0
"2025-07-18 17:50:00",300,1,49,14,37,37.4,37,49.7,14.45,37,37.4,35.9433333333333,47,12,37,37.4,22,54,18,37,37.4,50,0,0,0,0,0
"2025-07-18 17:55:00",300,1,50,15,37,37.4,42,50.4333333333333,14.4566666666667,37,37.4,42.1266666666667,48,11,37,37.4,25,55,16,37,37.4,58,0,0,0,0,0
"2025-07-18 18:00:00",300,1,51,14,37,37.4,35,51.2433333333333,14.2133333333333,37,37.4,36.6366666666667,49,12,37,37.4,29,54,17,37,37.4,51,0,0,0,0,0
"2025-07-18 18:05:00",300,1,55,14,37,37.4,116,58.1314878892734,13.8733333333333,37,37.4,112.956666666667,50,11,37,37.4,0,74,17,37,37.4,205,0.0366666666666667,0,0,0,0
"2025-07-18 18:10:00",300,1,53,13,37,37.4,70,53.05,13.1333333333333,37,37.4,63.5033333333333,49,10,37,37.4,21,63,20,37,37.4,111,0,0,0,0,0
"2025-07-18 18:15:00",300,1,51,14,37,37.4,85,51.9468085106383,13.89,37,37.4,80.6033333333333,49,8,37,37.4,0,62,18,37,37.4,134,0.06,0,0,0,0
"2025-07-18 18:20:00",300,1,54,15,37,37.4,137,55.4134275618375,14.7,37,37.4,130.79,51,9,37,37.4,0,70,19,37,37.4,208,0.0566666666666667,0,0,0,0
"2025-07-18 18:25:00",300,1,74,14,37,37.4,124,70.2835820895522,14.58,37,37.4,130.123333333333,54,11,37,37.4,0,98,19,37,37.4,272,0.106666666666667,0,0,0,0
