"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","hr_min","rr_min","temperature_min","temperature_calib_min","rmssd_min","hr_max","rr_max","temperature_max","temperature_calib_max","rmssd_max","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn"
"2025-07-10 16:30:00",25,1,99,NA,27,NA,6,99.304347826087,NA,27.82133348,NA,4.96,99,Inf,27,Inf,0,100,-Inf,28.866667,-Inf,7,0.08,1,0,1,0
"2025-07-10 16:35:00",300,1,101,20,32,NA,7,100.536666666667,20.6190476190476,31.8123888933333,NA,12.24,96,15,28.866667,Inf,4,103,27,33,-Inf,43,0,0.02,0,1,0
"2025-07-10 16:40:00",300,1,102,21,34,NA,5,101.423333333333,21.2233333333333,33.7906666666667,NA,8.31,99,18,33,Inf,3,105,26,34.45,-Inf,30,0,0,0,1,0
"2025-07-10 16:45:00",300,1,104,22,35,NA,6,104.742372881356,21.34,34.9876666666667,NA,11.4666666666667,102,17,34.45,Inf,0,109,24,35,-Inf,70,0.0166666666666667,0,0,1,0
"2025-07-10 16:50:00",300,1,105,23,35.95,37.600002,7,105.057627118644,22.3866666666667,35.6066666666667,37.4064462755556,15.44,99,16,35,36.65,0,111,27,36,37.600002,70,0.0166666666666667,0,0,0.25,0
"2025-07-10 16:55:00",300,1,102,22,36,37.600002,6,102.303333333333,21.9233333333333,36,37.600002,11.2066666666667,100,16,36,37.600002,3,105,27,36,37.600002,42,0,0,0,0,0
"2025-07-10 17:00:00",300,1,102,23,36,37.600002,6,101.94,23.21,36,37.600002,12.5666666666667,99,18,36,37.600002,3,105,28,36,37.600002,42,0,0,0,0,0
"2025-07-10 17:05:00",300,1,102,23,36,37.600002,7,102.31,22.81,36,37.600002,15.3866666666667,101,18,36,37.600002,4,105,28,36,37.600002,42,0,0,0,0,0
"2025-07-10 17:10:00",300,1,104.5,20,36,37.600002,8,104.243333333333,20.4266666666667,36,37.600002,13.1033333333333,99,13,36,37.600002,3,109,31,36,37.600002,34,0,0,0,0,0
"2025-07-10 17:15:00",300,1,103,22,36,37.600002,5,103.35,22.4133333333333,36,37.600002,7.08,100,17,36,37.600002,3,106,27,36,37.600002,22,0,0,0,0,0
"2025-07-10 17:20:00",300,1,103,23,36,37.600002,5,103.56,23.4233333333333,36.0175,37.6175014,8.46,102,18,36,37.600002,3,109,31,36.1,37.7,28,0,0,0,0,0
"2025-07-10 17:25:00",300,1,103,20,36.1,37.7,10,102.826666666667,20.2833333333333,36.1075,37.7075017,15.9533333333333,99,14,36,37.600002,3,106,28,36.4,38.000004,42,0,0,0,0,0
"2025-07-10 17:30:00",300,1,102,22.5,36,37.600002,6,102.013333333333,22.73,36.0025,37.6025019,9.56333333333333,99,18,36,37.600002,4,103,31,36.05,37.65,34,0,0,0,0,0
"2025-07-10 17:35:00",300,1,102,23,36,37.600002,9,101.74,22.53,36.0025,37.6025019,12.61,99,19,36,37.600002,4,105,25,36.05,37.65,30,0,0,0,0,0
"2025-07-10 17:40:00",300,1,101,20,36.3,37.9,8,101.166666666667,19.8733333333333,36.3491666666667,37.9491681166667,13.3066666666667,98,14,36,37.600002,4,105,25,37,38.600002,38,0,0,0,0,0
"2025-07-10 17:45:00",300,1,100,22,37,38.600002,7,99.8033333333333,22.01,37,38.600002,12.48,97,18,37,38.600002,4,102,28,37,38.600002,35,0,0,0,0,0
"2025-07-10 17:50:00",300,1,99,21,37,38.600002,10,99.4966666666667,21.1066666666667,37,38.600002,14.5533333333333,96,17,37,38.600002,4,102,26,37,38.600002,45,0,0,0,0,0
"2025-07-10 17:55:00",300,1,101,21,37,38.600002,10.5,100.616666666667,21.2,37,38.600002,18.44,97,16,37,38.600002,4,106,29,37,38.600002,48,0,0,0,0,0
"2025-07-10 18:00:00",300,1,99,22,37,38.600002,11,99.6466666666667,21.1733333333333,37,38.600002,16.3466666666667,94,15,37,38.600002,4,103,25,37,38.600002,43,0,0,0,0,0
"2025-07-10 18:05:00",300,1,99,22,37,38.600002,10,99.1133333333333,21.8433333333333,37,38.600002,11.3066666666667,96,16,37,38.600002,3,102,26,37,38.600002,33,0,0,0,0,0
"2025-07-10 18:10:00",300,1,101,20,37,38.600002,13,101.473333333333,19.46,37,38.600002,18.1766666666667,97,16,37,38.600002,4,108,23,37,38.600002,43,0,0,0,0,0
"2025-07-10 18:15:00",300,1,102,19,37,38.600002,8,101.826666666667,19.2666666666667,37,38.600002,16.6766666666667,99,14,37,38.600002,4,106,30,37,38.600002,45,0,0,0,0,0
"2025-07-10 18:20:00",300,1,105,22,37,38.600002,9.5,104.673333333333,21.6833333333333,37,38.600002,11.47,93,17,37,38.600002,4,112,33,37,38.600002,26,0,0,0,0,0
"2025-07-10 18:25:00",300,1,102,22,37,38.600002,23,102.236666666667,21.3333333333333,37,38.600002,18.9666666666667,98,14,37,38.600002,4,108,30,37,38.600002,39,0,0,0,0,0
"2025-07-10 18:30:00",300,1,102,21,37,38.600002,5,102.006666666667,21.2166666666667,37,38.600002,8.92333333333333,101,16,37,38.600002,3,104,27,37,38.600002,31,0,0,0,0,0
"2025-07-10 18:35:00",300,1,102,21,37,38.600002,9,102.26,21.2966666666667,37,38.600002,17.9166666666667,98,14,37,38.600002,4,111,29,37,38.600002,104,0,0,0,0,0
"2025-07-10 18:40:00",300,1,101,22,37,38.600002,6,101.166666666667,22.7833333333333,37,38.600002,18.2133333333333,98,18,37,38.600002,4,104,33,37,38.600002,104,0,0,0,0,0
"2025-07-10 18:45:00",300,1,102,23.5,37,38.600002,6,101.683333333333,23.7833333333333,36.9881666666667,38.5881686533333,16.41,98,19,36.85,38.45,3,105,29,37,38.600002,80,0,0,0,0,0
"2025-07-10 18:50:00",300,1,102,23,36.4,38.000004,20.5,101.926666666667,23.5266666666667,36.412,38.01200169,21.3533333333333,98,20,36.05,37.65,4,107,29,36.95,38.550003,82,0,0,0,0,0
