"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","activity_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","activity_mean","hr_min","rr_min","temperature_min","temperature_calib_min","rmssd_min","activity_min","hr_max","rr_max","temperature_max","temperature_calib_max","rmssd_max","activity_max","accStepTotal_max","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn","activity_missing_propn"
"2025-07-11 08:00:00",300,1,69,16,36,38,26,0,69.1933333333333,16.4233333333333,36,38,35.9,0,64,14,36,38,13,0,72,26,36,38,86,0,0,0,0,0,0,0,0
"2025-07-11 08:05:00",300,1,69,16,36,38,36.5,0,69.2366666666667,16.0533333333333,36,38,34.8266666666667,0,63,14,36,38,11,0,78,21,36,38,61,0,0,0,0,0,0,0,0
"2025-07-11 08:10:00",300,1,69,16,36,38,22,0,69.6733333333333,16.03,36,38,31.82,0.0266666666666667,64,15,36,38,14,0,89,18,36,38,85,1,0,0,0,0,0,0,0
"2025-07-11 08:15:00",300,1,68,15,36,38,25,0,68.0466666666667,15.1433333333333,36,38,31.64,0,64,13,36,38,15,0,71,16,36,38,87,0,0,0,0,0,0,0,0
"2025-07-11 08:20:00",300,1,68,16,36,38,17,0,68.1466666666667,15.6833333333333,35.9758333333333,37.9758333333333,24.0366666666667,0,66,15,35.8,37.8,11,0,70,17,36,38,55,0,0,0,0,0,0,0,0
"2025-07-11 08:25:00",300,1,67,15,35.9,37.9,21,0,67.04,15.25,35.8916666666667,37.8916666666667,22.2833333333333,0,64,12,35.75,37.75,17,0,69,18,36,38,31,0,0,0,0,0,0,0,0
"2025-07-11 08:30:00",300,1,69,16,36,38,25,0,68.4166666666667,15.7266666666667,35.994983277592,37.994983277592,27.71,0,59,15,35.95,37.95,17,0,72,17,36,38,60,0,0,0,0,0.00333333333333333,0.00333333333333333,0,0
"2025-07-11 08:35:00",300,1,68,16,36,38,27,0,68.1733333333333,15.8233333333333,36,38,27.5566666666667,0,65,15,36,38,16,0,71,18,36,38,59,0,0,0,0,0.00333333333333333,0.00333333333333333,0,0
"2025-07-11 08:40:00",300,1,69,15,36,38,21,0,69.12,15.06,35.9825,37.9825,21.72,0,65,13,35.85,37.85,15,0,72,16,36,38,32,0,0,0,0,0,0,0,0
"2025-07-11 08:45:00",300,1,69,16,35.95,37.95,21,0,70.0833333333333,15.6166666666667,35.9475,37.9475,37.3033333333333,0.0166666666666667,63,13,35.8,37.8,14,0,92,17,36,38,117,1,0,0,0,0,0,0,0
"2025-07-11 08:50:00",300,1,67,15,36,38,24,0,66.7766666666667,15.7666666666667,36,38,26.01,0,63,14,36,38,16,0,71,20,36,38,40,0,0,0,0,0,0,0,0
"2025-07-11 08:55:00",300,1,66,16,36,38,19,0,66.52,16.2966666666667,36,38,23.0433333333333,0,63,15,36,38,13,0,69,23,36,38,38,0,0,0,0,0,0,0,0
"2025-07-11 09:00:00",300,1,67,15,36,38,38,0,67.98,15.0766666666667,36,38,50.6866666666667,0.02,62,13,36,38,15,0,94,18,36,38,137,1,0,0,0,0,0,0,0
"2025-07-11 09:05:00",300,1,67,14,36,38,33,0,67.03,14.2033333333333,36,38,33.9966666666667,0,62,12,36,38,20,0,73,16,36,38,53,0,0,0,0,0,0,0,0
"2025-07-11 09:10:00",300,1,68,14,36,38,28.5,0,68.6233333333333,14.4833333333333,36,38,37.3866666666667,0.00333333333333333,64,13,36,38,20,0,87,16,36,38,82,1,0,0,0,0,0,0,0
"2025-07-11 09:15:00",300,1,70,16,36,38,22.5,0,70.12,16.2133333333333,36,38,22.8233333333333,0,65,13,36,38,11,0,76,20,36,38,32,0,0,0,0,0,0,0,0
"2025-07-11 09:20:00",300,1,71,17,36,38,20,0,71.3133333333333,16.7533333333333,36,38,51.5066666666667,0.0166666666666667,57,14,36,38,11,0,94,19,36,38,139,1,0,0,0,0,0,0,0
"2025-07-11 09:25:00",300,1,70,17,37,39,33,0,71.2568493150685,16.0633333333333,36.901,38.901,43.94,0.0233333333333333,64,9,36,38,0,0,88,21,37,39,112,1,0,0.0266666666666667,0,0,0,0,0
"2025-07-11 09:30:00",300,1,73,15,36,38,48,0,75.4237288135593,14.23,36.0369932432432,38.0369932432432,50.98,0.126666666666667,64,10,36,38,0,0,101,18,36.6,38.6,94,1,30,0.0166666666666667,0,0.0133333333333333,0.0133333333333333,0,0
"2025-07-11 09:35:00",300,1,72,14,36,38,35,0,73.7966666666667,13.8966666666667,35.9998316498316,37.9998316498316,37.0733333333333,0.0733333333333333,70,11,35.95,37.95,19,0,88,16,36,38,65,1,30,0,0,0.01,0.01,0,0
"2025-07-11 09:40:00",300,1,77,14,35.1,37.1,43.5,0,77.7366666666667,13.2566666666667,35.2643333333333,37.2643333333333,50.8966666666667,0.05,68,9,35,37,24,0,91,15,35.95,37.95,95,1,30,0,0,0,0,0,0
"2025-07-11 09:45:00",300,1,70,15,35,37,26.5,0,70.5719424460432,15.4966666666667,35.0003333333333,37.0003333333333,34.03,0.0733333333333333,64,11,35,37,0,0,87,21,35.1,37.1,72,1,30,0.0733333333333333,0,0,0,0,0
"2025-07-11 09:50:00",300,1,65,15,35.125,37.125,25,0,65.0766666666667,14.99,35.1896666666667,37.1896666666667,27.0333333333333,0,63,10,35,37,19,0,68,17,35.5,37.5,52,0,30,0,0,0,0,0,0
"2025-07-11 09:55:00",300,1,64,14,35,37,26,0,64.0766666666667,14.5166666666667,35.0375,37.0375,25.0666666666667,0,62,13,35,37,17,0,67,16,35.25,37.25,33,0,30,0,0,0,0,0,0
"2025-07-11 10:00:00",300,1,64,15,35,37,26,0,63.9766666666667,14.58,35,37,25.6166666666667,0,61,13,35,37,16,0,66,17,35,37,32,0,30,0,0,0,0,0,0
"2025-07-11 10:05:00",300,1,64,15,35,37,26,0,64.2633333333333,15.1933333333333,35,37,29.9466666666667,0,61,14,35,37,20,0,67,17,35,37,53,0,30,0,0,0,0,0,0
"2025-07-11 10:10:00",300,1,66,15,35,37,26,0,67.2566666666667,14.6066666666667,35.12,37.12,38.6,0.0133333333333333,63,13,35,37,18,0,90,16,35.8,37.8,113,1,30,0,0,0,0,0,0
"2025-07-11 10:15:00",300,1,66,15,36,38,26,0,66.1566666666667,14.9466666666667,35.9858333333333,37.9858333333333,27.82,0,64,13,35.75,37.75,17,0,69,17,36,38,39,0,30,0,0,0,0,0,0
"2025-07-11 10:20:00",300,1,66,15,36,38,25,0,66.2133333333333,15.4033333333333,36.0025,38.0025,25.5166666666667,0,63,14,36,38,17,0,70,18,36.05,38.05,36,0,30,0,0,0,0,0,0
"2025-07-11 10:25:00",300,1,67,15,37,39,22,0,66.6033333333333,14.8733333333333,36.7508333333333,38.7508333333333,22.5433333333333,0,65,14,36,38,17,0,69,16,37,39,28,0,30,0,0,0,0,0,0
"2025-07-11 10:30:00",300,1,66,15,37,39,19,0,66.5266666666667,15.4033333333333,37,39,20.39,0,65,14,37,39,15,0,71,19,37,39,29,0,30,0,0,0,0,0,0
"2025-07-11 10:35:00",300,1,66,15,37,39,23,0,66.0433333333333,15.2466666666667,37,39,23.0666666666667,0,64,14,37,39,18,0,69,18,37,39,27,0,30,0,0,0,0,0,0
"2025-07-11 10:40:00",300,1,66,15,37,39,20,0,66.4166666666667,15.08,37,39,20.4433333333333,0,64,14,37,39,16,0,69,17,37,39,27,0,30,0,0,0,0,0,0
"2025-07-11 10:45:00",300,1,67,16,37,39,25,0,67.0633333333333,16.5566666666667,37,39,25.7533333333333,0,64,14,37,39,14,0,71,23,37,39,36,0,30,0,0,0,0,0,0
"2025-07-11 10:50:00",300,1,71,18,37,39,14,0,70.6766666666667,18.0866666666667,37,39,15.5233333333333,0,68,15,37,39,8,0,74,22,37,39,29,0,30,0,0,0,0,0,0
"2025-07-11 10:55:00",300,1,72,19,37,39,23.5,0,73.6533333333333,19.56,37,39,28.29,0.0133333333333333,67,16,37,39,15,0,97,26,37,39,100,1,30,0,0,0,0,0,0
"2025-07-11 11:00:00",300,1,65,16,37,39,58,0,64.8,16.11,37,39,62.2566666666667,0,60,14,37,39,23,0,72,18,37,39,147,0,30,0,0,0.00666666666666667,0.00666666666666667,0,0.00333333333333333
"2025-07-11 11:05:00",300,1,63,17,37,39,27,0,63.5666666666667,16.9433333333333,37.015,39.015,34.1633333333333,0,58,15,37,39,21,0,69,20,37.15,39.15,70,0,30,0,0,0,0,0,0
"2025-07-11 11:10:00",300,1,63,15,37.1,39.1,62,0,64.3833333333333,15.6233333333333,37.1375,39.1375,75.16,0.02,56,13,37,39,20,0,92,19,37.45,39.45,185,1,30,0,0,0,0,0,0
"2025-07-11 11:15:00",300,1,64,15,37,39,52,0,65.4,14.5633333333333,37.055,39.055,57.02,0.0233333333333333,59,13,37,39,28,0,83,16,37.3,39.3,116,1,30,0,0,0,0,0,0
"2025-07-11 11:20:00",300,1,65,15,37,39,27,0,64.88,14.73,37,39,28.68,0,61,13,37,39,18,0,68,17,37,39,40,0,30,0,0,0,0,0,0
"2025-07-11 11:25:00",300,1,65,15,37,39,30,0,64.86,15.2233333333333,37,39,33.6166666666667,0,61,13,37,39,20,0,69,17,37,39,58,0,30,0,0,0,0,0,0
"2025-07-11 11:30:00",300,1,64,15,37,39,28,0,64.7566666666667,15.3233333333333,37,39,32.9133333333333,0,60,14,37,39,18,0,76,17,37,39,61,0,30,0,0,0,0,0,0
"2025-07-11 11:35:00",300,1,65,15,37,39,24,0,66.7266666666667,14.9166666666667,37,39,57.64,0.0166666666666667,62,13,37,39,17,0,94,17,37,39,205,1,30,0,0,0,0,0,0
"2025-07-11 11:40:00",300,1,65,15,37,39,26,0,64.79,15.32,37,39,27.61,0,60,14,37,39,17,0,68,18,37,39,46,0,30,0,0,0,0,0,0
"2025-07-11 11:45:00",300,1,65,15,37.5,39.5,22,0,65.1533333333333,14.9866666666667,37.5791666666667,39.5791666666667,22.4833333333333,0,62,14,37,39,17,0,69,17,38,40,31,0,30,0,0,0,0,0,0
"2025-07-11 11:50:00",300,1,66,15,38,40,22,0,65.7833333333333,15.52,38,40,21.84,0,62,14,38,40,16,0,69,20,38,40,28,0,30,0,0,0.00333333333333333,0.00333333333333333,0,0
"2025-07-11 11:55:00",300,1,67,16,38,40,22,0,66.4933333333333,15.7566666666667,38,40,21.78,0,64,14,38,40,17,0,70,17,38,40,29,0,30,0,0,0,0,0,0
"2025-07-11 12:00:00",300,1,66,16,38,40,29,0,66.1066666666667,15.5166666666667,38,40,29.2233333333333,0,62,14,38,40,18,0,70,17,38,40,45,0,30,0,0,0,0,0,0
"2025-07-11 12:05:00",300,1,64,15,38,40,51,0,65.0952380952381,14.7433333333333,38,40,72.6966666666667,0.03,53,11,38,40,0,0,96,17,38,40,194,1,30,0.02,0,0,0,0,0
"2025-07-11 12:10:00",300,1,68,14,38,40,63,0,71.1144781144781,14.3566666666667,37.9016666666667,39.9016666666667,68.9,0.1,61,11,37,39,0,0,92,16,38,40,117,1,30,0.01,0,0,0,0,0
"2025-07-11 12:15:00",300,1,82,14,37,39,42,0,82.7597173144876,14.4066666666667,37,39,41.4666666666667,0.163333333333333,72,12,37,39,0,0,96,19,37,39,74,1,56,0.0566666666666667,0,0,0,0,0
"2025-07-11 12:20:00",300,1,84,16,36,38,39.5,0,83.83,15.8633333333333,36.2566666666667,38.2566666666667,42.24,0.256666666666667,66,12,36,38,20,0,101,20,37,39,72,1,56,0,0,0,0,0,0
"2025-07-11 12:25:00",300,1,76,15,36,38,31,0,75.2745762711864,14.9433333333333,36,38,43.6466666666667,0.03,61,12,36,38,0,0,95,22,36,38,124,1,56,0.0166666666666667,0,0,0,0,0
"2025-07-11 12:30:00",300,1,69,15,36,38,42,0,70.06,14.79,35.7985,37.7985,42.1,0.01,64,11,35.1,37.1,30,0,82,19,36,38,58,1,56,0,0,0,0,0,0
"2025-07-11 12:35:00",300,1,72,19,35,37,27,0,73.3633333333333,18.86,35.0381666666667,37.0381666666667,31.39,0.01,66,17,35,37,14,0,84,21,35.2,37.2,60,1,56,0,0,0,0,0,0
"2025-07-11 12:40:00",300,1,75,18,35,37,34,0,75.0866666666667,17.2333333333333,35,37,34.9166666666667,0.0166666666666667,70,13,35,37,21,0,84,22,35,37,52,1,56,0,0,0,0,0,0
"2025-07-11 12:45:00",300,1,75,18,35,37,28,0,74.9533333333333,17.38,35.0020066889632,37.0020066889632,28.6766666666667,0.0167224080267559,70,14,35,37,16,0,82,20,35.05,37.05,41,1,56,0,0,0.00333333333333333,0.00333333333333333,0,0.00333333333333333
"2025-07-11 12:50:00",300,1,78,17,35,37,57,0,79.0827586206897,16.0333333333333,35.0055,37.0055,53.96,0.0733333333333333,69,8,35,37,0,0,95,22,35.05,37.05,90,1,56,0.0333333333333333,0,0,0,0,0
"2025-07-11 12:55:00",300,1,75.5,15,35.35,37.35,70,0,76.9166666666667,15.25,35.3835,37.3835,72.0533333333333,0.0766666666666667,59,12,35,37,34,0,95,19,35.9,37.9,107,1,56,0,0,0,0,0,0
"2025-07-11 13:00:00",300,1,79,17,35.1,37.1,36,0,78.5862068965517,17.3066666666667,35.1665,37.1665,36.84,0.14,70,10,35,37,0,0,90,30,35.65,37.65,67,1,70,0.0333333333333333,0,0,0,0,0
"2025-07-11 13:05:00",300,1,73,17.5,35,37,31,0,73.2,17.5633333333333,35,37,33.5133333333333,0.0466666666666667,65,14,35,37,0,0,82,20,35,37,63,1,70,0.0166666666666667,0,0,0,0,0
"2025-07-11 13:10:00",300,1,71,17,35,37,52,0,72.36,16.5,35,37,51.9466666666667,0.0766666666666667,64,10,35,37,24,0,90,22,35,37,92,1,70,0,0,0,0,0,0
"2025-07-11 13:15:00",300,1,70,17,35,37,42,0,70.6633333333333,16.9166666666667,35,37,42.0566666666667,0.0133333333333333,66,13,35,37,22,0,80,19,35,37,72,1,70,0,0,0,0,0,0
"2025-07-11 13:20:00",300,1,71,17,35,37,46,0,72.5266666666667,17.1533333333333,35.0275,37.0275,53.1933333333333,0.02,66,16,35,37,29,0,95,20,35.15,37.15,96,1,70,0,0,0,0,0,0
"2025-07-11 13:25:00",300,1,71,17,35,37,34,0,70.83,17.2866666666667,35,37,36.2333333333333,0,63,12,35,37,18,0,77,23,35,37,79,0,70,0,0,0,0,0,0
"2025-07-11 13:30:00",300,1,71,17,35,37,38,0,70.9966666666667,16.88,35,37,39.3033333333333,0.01,65,14,35,37,23,0,76,19,35,37,79,1,70,0,0,0,0,0,0
"2025-07-11 13:35:00",300,1,70,17,35.95,37.95,41,0,72.1566666666667,16.2033333333333,35.7,37.7,46.4233333333333,0.0366666666666667,66,11,35,37,26,0,91,19,36,38,94,1,70,0,0,0.0166666666666667,0.0166666666666667,0,0
"2025-07-11 13:40:00",300,1,72,17,36,38,35,0,71.7,16.89,36,38,35.5366666666667,0.00333333333333333,67,13,36,38,22,0,79,20,36,38,51,1,70,0,0,0,0,0,0
"2025-07-11 13:45:00",300,1,73,18,35.9,37.9,39,0,73.6566666666667,17.74,35.7616666666667,37.7616666666667,45.0133333333333,0.0133333333333333,67,15,35,37,18,0,85,21,36,38,96,1,70,0,0,0,0,0,0
"2025-07-11 13:50:00",300,1,72,16,35,37,43,0,72.7833333333333,16.6,35.0025,37.0025,46.1766666666667,0.00333333333333333,67,12,35,37,24,0,84,21,35.05,37.05,70,1,70,0,0,0,0,0,0
"2025-07-11 13:55:00",300,1,71,17.5,35.5,37.5,40,0,71.89,17.8733333333333,35.479797979798,37.479797979798,39.7833333333333,0.0166666666666667,67,14,35,37,28,0,80,22,35.9,37.9,56,1,70,0,0,0.01,0.01,0,0
"2025-07-11 14:00:00",300,1,69,18,35.4,37.4,49,0,70.0766666666667,17.5233333333333,35.4451666666667,37.4451666666667,51.9266666666667,0.02,64,12,35.15,37.15,30,0,90,20,35.8,37.8,93,1,70,0,0,0,0,0,0
"2025-07-11 14:05:00",300,1,67.5,18,35.85,37.85,40,0,67.8466666666667,18.03,35.7881666666667,37.7881666666667,39.61,0,63,14,35.2,37.2,25,0,77,22,36,38,56,0,70,0,0,0,0,0,0
"2025-07-11 14:10:00",300,1,71,17,36,38,44,0,71.0866666666667,16.7933333333333,36,38,42.7033333333333,0.00333333333333333,64,11,36,38,25,0,82,20,36,38,61,1,70,0,0,0,0,0,0
"2025-07-11 14:15:00",300,1,69,16,35.7,37.7,48,0,69.8633333333333,16.06,35.6418333333333,37.6418333333333,45.67,0.00333333333333333,65,12,35.1,37.1,26,0,83,20,36,38,66,1,70,0,0,0,0,0,0
"2025-07-11 14:20:00",300,1,71,17,35,37,55,0,72.178947368421,17.3733333333333,35.0173333333333,37.0173333333333,57.14,0.163333333333333,59,13,35,37,0,0,92,21,35.2,37.2,95,1,88,0.05,0,0,0,0,0
"2025-07-11 14:25:00",300,1,65,16,35,37,54,0,66.0338983050847,16.29,35,37,57.6866666666667,0.02,55,12,35,37,0,0,87,22,35,37,116,1,88,0.0166666666666667,0,0,0,0,0
"2025-07-11 14:30:00",300,1,67,17,35,37,50,0,67.5627118644068,17.1766666666667,35,37,55.4766666666667,0.03,61,9,35,37,0,0,85,22,35,37,97,1,88,0.0166666666666667,0,0,0,0,0
"2025-07-11 14:35:00",300,1,67.5,17,35,37,58,0,68.4266666666667,17.3775510204082,35,37,57.7233333333333,0.00333333333333333,63,13,35,37,31,0,80,35,35,37,80,1,88,0,0.02,0,0,0,0
"2025-07-11 14:40:00",300,1,70,17,35,37,44,0,70.0533333333333,16.8366666666667,35,37,43.5766666666667,0.02,62,14,35,37,27,0,78,21,35,37,67,1,88,0,0,0,0,0,0
"2025-07-11 14:45:00",300,1,67,18,35,37,45,0,67.4566666666667,17.5233333333333,35,37,47.89,0.01,61,14,35,37,24,0,77,22,35,37,74,1,88,0,0,0,0,0,0
"2025-07-11 14:50:00",300,1,71,18,35,37,53,0,71.0033333333333,16.7466666666667,35,37,56.4366666666667,0.0166666666666667,61,10,35,37,27,0,85,22,35,37,104,1,88,0,0,0,0,0,0
"2025-07-11 14:55:00",300,1,68,17,35,37,39,0,67.8366666666667,17.19,35,37,39.49,0.00333333333333333,62,14,35,37,24,0,75,20,35,37,58,1,88,0,0,0,0,0,0
"2025-07-11 15:00:00",300,1,69,17,35,37,39,0,69.09,17.1133333333333,35,37,39.05,0,64,13,35,37,26,0,76,22,35,37,52,0,88,0,0,0,0,0,0
"2025-07-11 15:05:00",300,1,68,16,35,37,46,0,67.8233333333333,15.5966666666667,35,37,47.59,0,62,11,35,37,22,0,86,19,35,37,85,0,88,0,0,0,0,0,0
"2025-07-11 15:10:00",300,1,68,17,35,37,43,0,68.7366666666667,17.07,35,37,44.9533333333333,0,61,13,35,37,25,0,79,20,35,37,74,0,88,0,0,0,0,0,0
"2025-07-11 15:15:00",300,1,67,16,35,37,45.5,0,67.9862068965517,15.6433333333333,35,37,50.8566666666667,0.0633333333333333,60,11,35,37,0,0,95,20,35,37,140,1,88,0.0333333333333333,0,0,0,0,0
"2025-07-11 15:20:00",300,1,66,17,35,37,50.5,0,66.8338983050847,16.3966666666667,35,37,58.7333333333333,0.0666666666666667,59,10,35,37,0,0,85,21,35,37,126,1,98,0.0166666666666667,0,0,0,0,0
"2025-07-11 15:25:00",300,1,67.5,18,35,37,33,0,67.9733333333333,18.31,34.995,36.995,35.29,0,64,15,34.95,36.95,23,0,75,21,35,37,49,0,98,0,0,0,0,0,0
"2025-07-11 15:30:00",300,1,70,18,35,37,43.5,0,75.4280575539568,17.2366666666667,34.9943333333333,36.9943333333333,52.65,0.236666666666667,64,12,34.9,36.9,0,0,104,20,35,37,136,1,114,0.0733333333333333,0,0,0,0,0
"2025-07-11 15:35:00",300,1,75,20,34,36,75,0,76.2542372881356,19.15,34.0973333333333,36.0973333333333,68.8433333333333,0.226666666666667,67,13,34,36,0,0,91,24,34.95,36.95,111,1,152,0.0166666666666667,0,0,0,0,0
"2025-07-11 15:40:00",300,1,92,16,34,36,41,0,94.1935483870968,15.6966666666667,34,36,31.3533333333333,0.486666666666667,79,12,34,36,0,0,126,20,34,36,66,1,416,0.276666666666667,0,0,0,0,0
"2025-07-11 15:45:00",300,1,137,16,34,36,0,0,131.133333333333,15.6533333333333,33.5283333333333,35.5283333333333,2.57,0.28,107,12,32,34,0,0,142,20,34,36,41,1,450,0.85,0,0,0,0,0
"2025-07-11 15:50:00",300,1,141,18,31,33,0,0,140.798319327731,16.66,31.4616666666667,33.4616666666667,4.58,0.23,120,10,31,33,0,0,150,22,32,34,26,1,472,0.603333333333333,0,0,0,0,0
"2025-07-11 15:55:00",300,1,124,23,31,33,12,0,123.89539748954,22.0233333333333,31,33,12.3133333333333,0.263333333333333,107,14,31,33,0,0,144,27,31,33,50,1,774,0.203333333333333,0,0,0,0,0
"2025-07-11 16:00:00",300,1,101,18,32,34,26,0,101.133802816901,18.26,31.8383333333333,33.8383333333333,48.0966666666667,0.153333333333333,88,14,31,33,0,0,114,26,32,34,197,1,982,0.0533333333333333,0,0,0,0,0
"2025-07-11 16:05:00",300,1,97,17,33,35,23,0,97.3027210884354,17.1833333333333,32.7608333333333,34.7608333333333,23.6966666666667,0.146666666666667,86,11,32,34,0,0,106,25,33,35,36,1,1056,0.02,0,0,0,0,0
"2025-07-11 16:10:00",300,1,99,18,33,35,17,0,100.093333333333,18.1366666666667,33,35,23.0566666666667,0.136666666666667,80,12,33,35,7,0,112,26,33,35,64,1,1274,0,0,0,0,0,0
"2025-07-11 16:15:00",300,1,98,18,33,35,25,0,98.3491525423729,17.4266666666667,33.058,35.058,25.4,0.26,89,14,33,35,0,0,109,22,33.6,35.6,47,1,1412,0.0166666666666667,0,0,0,0,0
"2025-07-11 16:20:00",300,1,92,16,34,36,27,0,92.8344827586207,17.1166666666667,33.9528333333333,35.9528333333333,32.3733333333333,0.15,87,11,33.6,35.6,0,0,104,26,34,36,80,1,1420,0.0333333333333333,0,0,0,0,0
"2025-07-11 16:25:00",300,1,101,15,34,36,20,0,100.406593406593,14.7533333333333,34,36,20.3566666666667,0.103333333333333,89,11,34,36,0,0,110,18,34,36,51,1,1732,0.09,0,0,0,0,0
"2025-07-11 16:30:00",300,1,97,17,34,36,28,0,98.7335640138408,17.4833333333333,34,36,27.3666666666667,0.0533333333333333,88,10,34,36,0,0,111,27,34,36,55,1,1880,0.0366666666666667,0,0,0,0,0
"2025-07-11 16:35:00",300,1,102,14,34,36,14.5,0,102.46976744186,15.4566666666667,34,36,28.1466666666667,0.323333333333333,90,9,34,36,0,0,111,24,34,36,155,1,2116,0.283333333333333,0,0,0,0,0
"2025-07-11 16:40:00",300,1,112,17,33.9,35.9,7,0,107.012195121951,17.3666666666667,33.5441666666667,35.5441666666667,12.38,0.133333333333333,87,9,33,35,0,0,118,25,34,36,68,1,2126,0.453333333333333,0,0,0,0,0
"2025-07-11 16:45:00",300,1,114,17,32,34,5,0,112.704301075269,16.7333333333333,32.0451666666667,34.0451666666667,10.4,0.19,100,8,31.7,33.7,0,0,118,25,33,35,49,1,2196,0.38,0,0,0,0,0
"2025-07-11 16:50:00",300,1,92,19,32,34,27,0,92.3762711864407,19.19,31.9765,33.9765,30.8266666666667,0.2,82,13,31.7,33.7,0,0,102,23,32,34,59,1,2206,0.0166666666666667,0,0,0,0,0
"2025-07-11 16:55:00",300,1,95,17,32,34,0,0,95.5955056179775,14.7466666666667,32.0525,34.0525,17.31,0.36,85,8,32,34,0,0,110,17,32.45,34.45,86,1,2232,0.703333333333333,0,0,0,0,0
"2025-07-11 17:00:00",300,1,95,19,32,34,29.5,0,98.6057347670251,17.8266666666667,32,34,31.88,0.263333333333333,86,7,32,34,0,0,123,23,32,34,86,1,2338,0.07,0,0,0,0,0
"2025-07-11 17:05:00",300,1,86,18,33,35,29,0,86.9822695035461,17.8133333333333,32.6858333333333,34.6858333333333,31.0466666666667,0.206666666666667,76,8,32,34,0,0,101,23,33,35,49,1,2368,0.06,0,0,0,0,0
"2025-07-11 17:10:00",300,1,81,20,33,35,29,0,81.0766666666667,19.8566666666667,33.2158333333333,35.2158333333333,30.9266666666667,0,72,16,33,35,17,0,89,23,34,36,56,0,2368,0,0,0,0,0,0
"2025-07-11 17:15:00",300,1,78,20,34,36,28,0,78.6233333333333,19.7866666666667,34,36,29.11,0.00333333333333333,73,15,34,36,22,0,87,23,34,36,39,1,2368,0,0,0.00333333333333333,0.00333333333333333,0,0
"2025-07-11 17:20:00",300,1,87,16,34,36,45,0,84.7587548638132,15.2833333333333,34,36,46.5033333333333,0.323333333333333,71,9,34,36,0,0,98,22,34,36,111,1,2402,0.143333333333333,0,0,0,0,0
"2025-07-11 17:25:00",300,1,88,18,34.35,36.35,37,0,86.491103202847,17.37,34.385,36.385,39.8366666666667,0.22,74,10,34,36,0,0,95,26,35,37,75,1,2436,0.0633333333333333,0,0,0,0,0
"2025-07-11 17:30:00",300,1,83,16,35,37,37,0,83.5,16.83,35,37,37.3733333333333,0.03,76,14,35,37,29,0,92,28,35,37,50,1,2436,0,0,0,0,0,0
"2025-07-11 17:35:00",300,1,79,17,35,37,36,0,78.97,17.1933333333333,35,37,37.2066666666667,0.0133333333333333,73,13,35,37,25,0,85,21,35,37,59,1,2436,0,0,0,0,0,0
"2025-07-11 17:40:00",300,1,75,17,35,37,38,0,75.6533333333333,17.7033333333333,35,37,39.5,0,68,15,35,37,27,0,84,22,35,37,61,0,2436,0,0,0,0,0,0
"2025-07-11 17:45:00",300,1,76,17,35,37,37,0,76.27,16.4033333333333,35,37,37.0833333333333,0,70,13,35,37,23,0,84,19,35,37,59,0,2436,0,0,0.00333333333333333,0.00333333333333333,0,0
"2025-07-11 17:50:00",300,1,81,15,35,37,39,0,81.4736842105263,15.8133333333333,35,37,37.9333333333333,0.156666666666667,72,11,35,37,0,0,93,22,35,37,57,1,2460,0.05,0,0,0,0,0
"2025-07-11 17:55:00",300,1,77.5,19,35,37,32,0,77.7602739726027,18.52,35,37,34.5766666666667,0.06,71,12,35,37,0,0,87,22,35,37,66,1,2460,0.0266666666666667,0,0,0,0,0
"2025-07-11 18:00:00",300,1,81,18,35,37,22,0,81.5033333333333,18.3333333333333,35,37,23.21,0,78,13,35,37,16,0,89,25,35,37,34,0,2460,0,0,0,0,0,0
"2025-07-11 18:05:00",300,1,82,17,35,37,24,0,82.51,17.2933333333333,35,37,29.9666666666667,0,78,14,35,37,14,0,92,22,35,37,56,0,2460,0,0,0,0,0,0
"2025-07-11 18:10:00",300,1,79,17,35.1,37.1,34,0,79.5633333333333,16.9566666666667,35.1434563758389,37.1434563758389,32.84,0,75,13,35,37,17,0,90,22,35.65,37.65,50,0,2460,0,0,0.00666666666666667,0.00666666666666667,0,0
"2025-07-11 18:15:00",300,1,81,18.5,35.4,37.4,22,0,81.5866666666667,18.09,35.44,37.44,27.7333333333333,0.00333333333333333,72,14,35.15,37.15,14,0,90,20,35.8,37.8,53,1,2460,0,0,0,0,0,0
"2025-07-11 18:20:00",300,1,83,18,35.725,37.725,33,0,82.9466666666667,17.57,35.6625,37.6625,32.5166666666667,0.00666666666666667,74,12,35.2,37.2,16,0,93,22,35.9,37.9,45,1,2460,0,0,0,0,0,0
"2025-07-11 18:25:00",300,1,80,17,36,38,33,0,80.1233333333333,16.6533333333333,35.9924242424242,37.9924242424242,33.4266666666667,0.00666666666666667,75,14,35.9,37.9,20,0,91,19,36,38,50,1,2460,0,0,0.01,0.01,0,0
"2025-07-11 18:30:00",300,1,77,19,36,38,29,0,77.3566666666667,18.6433333333333,36,38,30.6133333333333,0.00333333333333333,73,15,36,38,23,0,88,25,36,38,42,1,2460,0,0,0,0,0,0
"2025-07-11 18:35:00",300,1,75,19,36,38,36,0,75.0033333333333,18.56,36,38,38.61,0,69,12,36,38,21,0,82,22,36,38,64,0,2460,0,0,0,0,0,0
