"datetime","rows_in_bin","overall_completeness","hr_median","rr_median","temperature_median","temperature_calib_median","rmssd_median","hr_mean","rr_mean","temperature_mean","temperature_calib_mean","rmssd_mean","hr_min","rr_min","temperature_min","temperature_calib_min","rmssd_min","hr_max","rr_max","temperature_max","temperature_calib_max","rmssd_max","hr_missing_propn","rr_missing_propn","temperature_missing_propn","temperature_calib_missing_propn","rmssd_missing_propn"
"2025-07-24 03:25:00",240,0.96,86,17,30,NA,47,93.0869565217391,16.425,29.1458333333333,NA,103.783333333333,66,11,26,Inf,0,240,20,31,-Inf,448,0.233333333333333,0.333333333333333,0,1,0
"2025-07-24 03:30:00",293,0.976666666666667,85,17,32,NA,29,87.1743119266055,16.3524590163934,32.1262798634812,NA,52.3993174061433,75,6,31,Inf,0,154,21,33,-Inf,234,0.255972696245734,0.167235494880546,0,1,0
"2025-07-24 03:35:00",300,1,89,8,34,NA,0,96.7011494252874,9.94666666666667,33.6137123745819,NA,41.9266666666667,82,8,33,Inf,0,133,20,34,-Inf,242,0.71,0,0.00333333333333333,1,0
"2025-07-24 03:40:00",300,1,86,18,34,NA,35,89.5176056338028,17.1766666666667,34,NA,83.9833333333333,79,7,34,Inf,0,178,23,34,-Inf,362,0.0533333333333333,0,0,1,0
"2025-07-24 03:45:00",300,1,87,17,34.05,NA,26,83.9802371541502,16.69,34.0936666666667,NA,52.2266666666667,71,12,34,Inf,0,123,20,34.7,-Inf,136,0.156666666666667,0,0,1,0
"2025-07-24 03:50:00",300,1,73,19,35,NA,34,73.9330985915493,18.7833333333333,34.9855,NA,54.3466666666667,71,16,34.7,Inf,0,97,21,35,-Inf,148,0.0533333333333333,0,0,1,0
"2025-07-24 03:55:00",300,1,73,17,35,NA,34,75.3642857142857,16.25,35,NA,48.8466666666667,70,11,35,Inf,0,100,20,35,-Inf,137,0.0666666666666667,0,0.00666666666666667,1,0
"2025-07-24 04:00:00",300,1,74.5,18,35,NA,24,74.7866666666667,17.64,35.0006711409396,NA,28.1,71,16,35,Inf,16,80,20,35.05,-Inf,53,0,0,0.00666666666666667,1,0
"2025-07-24 04:05:00",300,1,80,18,35.1,NA,15,79.2933333333333,19.37,35.1161616161616,NA,22.99,72,13,35,Inf,10,85,32,35.6,-Inf,60,0,0,0.01,1,0
"2025-07-24 04:10:00",300,1,80,17,35.6,NA,27,80.3687943262411,17.0066666666667,35.5651666666667,NA,39.85,73,13,35.1,Inf,0,90,31,36,-Inf,123,0.06,0,0,1,0
"2025-07-24 04:15:00",300,1,79,15,36,NA,27.5,79.3625498007968,14.7433333333333,36.0150501672241,NA,32.6133333333333,75,11,36,Inf,0,89,17,36.15,-Inf,86,0.163333333333333,0,0.00333333333333333,1,0
"2025-07-24 04:20:00",300,1,85,13,37,NA,13.5,84.7235294117647,14.1633333333333,36.87,NA,64.3433333333333,77,11,36.25,Inf,0,106,17,37,-Inf,242,0.433333333333333,0,0,1,0
"2025-07-24 04:25:00",300,1,80,16,37,NA,19,80.0986394557823,15.8466666666667,36.8525,NA,50.3166666666667,75,13,36,Inf,0,94,20,37,-Inf,227,0.02,0,0,1,0
"2025-07-24 04:30:00",300,1,79,17,36,NA,21,79.56,17.33,36.01,NA,24.51,76,15,36,Inf,11,85,22,36.2,-Inf,52,0,0,0,1,0
"2025-07-24 04:35:00",300,1,76,17,37,NA,20,75.5933333333333,16.6,36.985,NA,19.3533333333333,69,15,36.75,Inf,10,84,18,37,-Inf,40,0,0,0,1,0
"2025-07-24 04:40:00",300,1,73,16,37,NA,20,73.3233333333333,16.18,37,NA,31.7666666666667,69,15,37,Inf,17,76,18,37,-Inf,67,0,0,0,1,0
"2025-07-24 04:45:00",300,1,75,16,37,NA,29,75.0101694915254,15.78,37,NA,32.5566666666667,71,15,37,Inf,0,88,18,37,-Inf,67,0.0166666666666667,0,0.00333333333333333,1,0
